rating_id,movie_id,user_id,rating_value,rating_date
223,1664,59,8.6,2024-06-06
224,1383,651,9.2,2025-02-08
225,1542,776,6.6,2023-07-28
226,1991,824,7.4,2025-02-24
227,202,180,7.1,2022-10-27
228,276,945,5.9,2023-11-06
229,1625,432,8.2,2023-07-15
230,747,200,5.0,2025-07-16
231,814,689,5.0,2022-11-08
232,1494,923,5.4,2024-03-18
233,1620,904,7.4,2023-02-20
234,1488,271,5.0,2023-05-01
235,1768,288,8.6,2025-08-22
236,112,276,6.8,2025-03-18
237,1123,224,7.3,2024-08-14
238,386,334,7.0,2025-05-24
239,355,823,7.9,2023-12-08
240,78,610,7.7,2024-08-26
241,1810,391,4.5,2025-05-22
242,92,646,9.0,2023-10-26
243,544,667,7.3,2025-06-23
244,1559,189,6.7,2025-02-20
245,1136,658,7.3,2025-01-14
246,1002,260,6.3,2025-05-18
247,1243,343,6.6,2024-11-11
248,1661,535,7.3,2023-11-17
249,1925,697,6.1,2023-09-25
250,1405,842,3.2,2024-01-21
251,1813,897,8.3,2022-11-15
252,954,497,7.1,2024-07-05
253,1063,922,4.4,2023-06-22
254,1032,7,6.9,2025-08-30
255,1037,84,7.4,2022-10-19
256,1769,183,7.6,2023-08-29
257,1166,12,8.7,2023-03-18
258,898,754,8.2,2025-08-27
259,716,765,8.1,2023-07-09
260,1401,303,5.7,2024-12-26
261,432,830,7.3,2024-12-09
262,1420,678,6.9,2024-07-12
263,1516,953,8.8,2023-11-21
264,1479,674,6.7,2025-04-18
265,1444,147,6.0,2023-08-29
266,1800,306,9.5,2023-04-24
267,763,167,9.0,2024-04-30
268,1367,674,7.6,2022-10-19
269,1054,898,7.9,2024-11-05
270,732,383,5.0,2023-11-18
271,379,221,8.0,2024-02-27
272,485,418,7.0,2025-07-26
273,1306,611,6.7,2023-04-17
274,1096,20,6.0,2024-10-16
275,808,600,5.5,2023-02-07
276,1893,93,6.2,2024-04-12
277,125,962,7.6,2023-10-09
278,1636,949,5.6,2025-04-13
279,1716,160,6.2,2024-11-05
280,1890,980,3.8,2022-10-17
281,1538,229,5.8,2024-06-20
282,1619,470,7.5,2024-02-28
283,1667,373,4.3,2025-03-13
284,1575,255,3.9,2022-10-21
285,83,10,4.8,2023-01-19
286,414,188,8.9,2024-06-17
287,36,565,6.0,2023-05-20
288,570,932,6.1,2024-07-28
289,619,273,10.0,2023-11-16
290,484,584,5.1,2023-01-27
291,1890,463,5.3,2023-07-10
292,795,415,6.4,2023-04-21
293,1322,843,6.5,2024-05-30
294,168,836,7.5,2025-01-29
295,1669,950,7.2,2023-09-21
296,1173,722,8.2,2023-10-03
297,1752,61,5.7,2024-06-16
298,1627,256,5.0,2024-12-24
299,1176,625,7.3,2023-10-21
300,657,386,6.6,2025-03-27
301,225,665,9.8,2025-07-15
302,943,780,5.4,2023-06-20
303,137,460,5.7,2025-10-10
304,711,1,6.3,2025-01-26
305,1711,136,3.7,2023-06-10
306,1786,941,4.8,2023-03-01
307,334,773,5.4,2022-10-23
308,1954,301,7.3,2024-07-09
309,431,249,5.2,2022-10-22
310,1786,385,7.1,2023-01-26
311,1491,326,10.0,2024-12-22
312,1169,137,9.2,2023-08-07
313,1841,865,5.2,2025-08-07
314,1902,784,7.5,2024-02-13
315,1777,913,7.7,2023-04-17
316,192,707,6.7,2025-07-18
317,47,316,7.3,2024-07-21
318,1596,44,9.0,2024-11-13
319,306,361,5.6,2025-02-13
320,1317,364,5.8,2022-12-18
321,1183,228,5.1,2024-01-03
322,343,716,6.9,2024-02-03
323,1596,783,7.8,2023-10-01
324,1899,436,5.8,2023-04-29
325,1495,262,6.3,2024-05-04
326,1929,514,5.3,2023-03-22
327,1202,772,6.3,2024-08-17
328,1535,82,7.0,2022-12-01
329,714,717,6.5,2023-06-24
330,1360,546,7.1,2023-04-29
331,50,835,5.6,2024-02-18
332,190,451,6.7,2024-10-04
333,621,809,8.2,2024-08-09
334,408,377,9.9,2024-06-19
335,979,798,5.3,2024-06-28
336,568,965,7.7,2025-01-10
337,1339,286,10.0,2024-05-31
338,1778,696,5.9,2023-10-04
339,1506,17,6.6,2025-03-27
340,1048,995,5.5,2023-10-09
341,395,249,6.1,2023-09-06
342,117,895,10.0,2025-04-01
343,1254,410,10.0,2025-02-06
344,1687,847,7.5,2022-12-16
345,403,719,5.5,2023-07-11
346,1868,279,7.1,2022-12-26
347,11,861,9.2,2024-02-08
348,1181,899,6.4,2023-04-17
349,852,921,8.2,2024-04-02
350,963,523,8.4,2022-12-15
351,170,560,4.5,2024-02-17
352,431,151,6.9,2024-02-28
353,1407,122,7.1,2022-12-02
354,1216,361,5.3,2023-03-26
355,1024,896,9.2,2025-02-20
356,191,735,10.0,2023-12-23
357,1247,584,7.3,2024-02-07
358,1982,463,6.9,2024-09-07
359,236,511,4.3,2022-11-06
360,298,255,9.8,2025-06-26
361,815,531,6.4,2024-06-25
362,100,379,6.9,2023-01-16
363,1297,284,6.9,2024-10-08
364,310,962,7.5,2024-11-08
365,1499,730,8.1,2025-10-08
366,311,410,6.3,2023-03-27
367,237,421,7.5,2022-10-26
368,425,156,6.9,2024-10-06
369,323,203,6.7,2025-03-27
370,242,984,7.5,2024-04-22
371,1776,131,7.2,2025-03-28
372,1407,237,8.4,2024-01-26
373,1893,439,5.7,2024-04-02
374,1435,40,5.5,2025-05-11
375,1967,391,8.8,2025-07-02
376,943,413,4.2,2024-06-02
377,840,827,4.9,2025-02-23
378,956,475,5.5,2023-11-23
379,1542,619,8.4,2024-09-14
380,1353,795,8.8,2022-11-17
381,286,640,7.4,2023-07-08
382,110,994,5.6,2023-01-06
383,236,542,4.7,2023-10-13
384,1241,418,5.6,2023-01-20
385,1580,291,9.7,2025-08-31
386,1528,600,6.2,2024-11-05
387,1380,76,6.5,2024-03-11
388,183,133,8.2,2023-04-07
389,238,382,6.8,2023-06-16
390,231,596,6.5,2024-07-11
391,784,318,5.7,2023-12-22
392,825,581,6.4,2022-11-09
393,215,837,3.6,2023-01-29
394,266,497,4.8,2024-06-16
395,1871,992,8.9,2024-05-08
396,371,934,7.6,2024-02-02
397,86,876,9.1,2023-08-17
398,248,909,6.7,2025-02-06
399,1265,683,7.3,2023-01-31
400,1478,927,6.8,2025-09-24
401,66,179,7.8,2024-07-22
402,915,139,5.7,2023-07-17
403,279,767,4.1,2025-10-02
404,1481,52,5.3,2023-05-31
405,703,975,8.0,2024-09-30
406,1356,263,5.8,2023-09-15
407,1521,191,8.5,2024-08-19
408,1896,620,7.3,2025-09-12
409,1084,538,6.3,2024-01-05
410,1557,397,6.9,2023-10-18
411,897,189,6.3,2024-06-09
412,1910,170,5.9,2025-02-20
413,510,985,7.9,2025-09-29
414,406,421,7.1,2023-04-20
415,1896,578,5.4,2024-10-23
416,1276,635,5.5,2025-04-05
417,1530,132,6.0,2023-01-29
418,1495,12,5.8,2025-03-18
419,439,394,10.0,2025-06-27
420,76,427,6.4,2023-11-23
421,602,408,6.9,2025-04-09
422,1172,75,5.9,2024-08-23
423,395,990,7.2,2024-01-23
424,884,465,5.7,2024-08-22
425,779,972,8.7,2023-10-01
426,691,954,6.1,2025-06-15
427,427,583,8.2,2024-07-28
428,1099,598,5.5,2023-04-12
429,28,418,6.0,2023-06-22
430,1353,182,5.1,2025-07-15
431,367,194,7.0,2025-05-02
432,933,914,7.9,2024-05-20
433,1333,354,6.5,2023-04-12
434,1796,387,6.9,2024-07-27
435,1363,625,4.8,2024-06-22
436,1662,605,6.7,2025-07-20
437,618,931,8.2,2024-05-10
438,1591,912,7.5,2022-11-02
439,1067,971,6.4,2023-03-02
440,213,616,6.4,2024-11-02
441,307,674,7.5,2025-08-14
442,1566,841,8.1,2025-08-25
443,1608,159,5.8,2025-01-15
444,578,603,7.8,2023-01-07
445,361,937,7.0,2024-03-15
446,206,755,7.0,2024-08-17
447,185,618,7.6,2023-01-24
448,583,811,6.6,2022-12-02
449,47,975,6.3,2024-01-10
450,1618,752,8.0,2024-12-12
451,1144,562,8.7,2023-04-09
452,1399,254,5.3,2024-03-07
453,809,221,7.5,2024-05-22
454,1281,329,8.8,2023-10-31
455,1075,770,10.0,2023-06-10
456,288,567,5.9,2024-09-19
457,1889,753,9.1,2023-08-27
458,691,489,7.8,2023-07-09
459,1761,886,7.4,2025-07-13
460,18,996,6.0,2023-04-15
461,1181,410,6.8,2025-02-19
462,1362,570,7.3,2024-01-11
463,669,528,8.6,2025-07-24
464,276,476,4.4,2025-03-01
465,308,728,6.5,2024-08-28
466,1222,508,4.9,2023-01-09
467,588,462,8.7,2023-04-06
468,770,626,3.9,2023-09-05
469,264,192,6.7,2024-09-30
470,36,382,8.0,2024-06-21
471,1721,939,8.3,2024-09-15
472,1686,800,5.5,2023-07-20
473,1212,445,5.5,2024-05-21
474,397,13,8.2,2023-09-25
475,1435,309,6.0,2024-06-01
476,1735,125,5.2,2024-09-16
477,752,253,9.4,2025-04-08
478,1982,261,6.9,2023-03-19
479,717,538,8.3,2025-07-23
480,1478,177,5.5,2024-07-11
481,780,51,6.1,2024-07-19
482,1720,536,8.0,2023-09-27
483,1620,971,6.1,2023-11-03
484,136,888,7.2,2022-10-23
485,1660,827,6.3,2025-01-19
486,1520,258,4.7,2025-01-05
487,1508,917,6.9,2022-10-17
488,1342,623,6.1,2024-08-09
489,3,833,5.3,2025-05-12
490,1650,253,6.4,2022-10-24
491,1907,98,6.2,2025-07-07
492,440,336,3.7,2025-08-21
493,1466,205,6.2,2023-10-11
494,1366,618,8.4,2023-02-14
495,1166,541,7.6,2025-02-06
496,1222,764,6.9,2024-11-18
497,708,195,6.1,2024-08-11
498,263,1000,6.5,2025-04-02
499,1596,783,6.6,2025-06-27
500,1423,614,8.0,2023-05-02
501,1195,87,5.4,2024-08-02
502,1017,159,7.1,2025-03-27
503,1687,130,5.8,2025-05-17
504,35,413,6.9,2024-05-30
505,1590,11,8.6,2024-05-28
506,200,31,7.6,2023-02-16
507,469,5,8.3,2024-03-21
508,1985,919,8.0,2023-12-17
509,930,69,7.2,2025-02-25
510,243,297,5.9,2024-12-29
511,291,305,7.4,2024-02-06
512,565,51,7.1,2025-03-20
513,391,669,7.6,2023-12-12
514,869,675,8.3,2023-05-15
515,1916,716,9.2,2023-09-02
516,736,478,9.3,2024-11-08
517,1126,953,7.7,2025-06-18
518,669,409,7.8,2025-01-11
519,1106,151,8.0,2022-11-24
520,751,861,4.6,2024-10-30
521,794,632,6.5,2025-08-11
522,629,742,8.0,2025-01-24
523,1562,765,7.9,2025-10-04
524,1893,967,7.1,2025-05-15
525,267,69,4.7,2025-03-24
526,435,980,5.6,2023-11-29
527,1734,812,3.7,2023-03-12
528,56,313,7.0,2022-11-30
529,532,759,7.3,2025-07-14
530,1929,668,9.1,2025-10-10
531,154,678,7.5,2023-07-02
532,1819,233,6.7,2023-12-08
533,1521,874,8.4,2025-04-11
534,1595,35,5.9,2023-01-20
535,320,892,2.3,2024-09-17
536,53,292,6.5,2023-06-04
537,289,749,7.0,2024-06-12
538,987,959,6.7,2025-03-11
539,1906,578,8.0,2024-08-02
540,111,73,10.0,2023-03-08
541,866,223,6.3,2024-06-01
542,253,308,6.2,2025-08-15
543,742,122,7.6,2022-10-28
544,1258,18,6.7,2024-07-14
545,332,210,7.4,2023-05-04
546,982,529,7.1,2024-02-11
547,473,832,7.6,2025-01-21
548,1142,589,7.0,2025-08-26
549,1014,508,9.6,2024-01-09
550,570,330,5.5,2024-02-15
551,124,156,8.6,2025-06-23
552,341,923,8.6,2023-07-19
553,1227,651,9.3,2025-06-19
554,1269,864,7.5,2024-06-03
555,126,557,6.3,2024-06-14
556,908,482,4.1,2023-03-15
557,1473,136,5.7,2025-03-23
558,1478,34,4.0,2025-01-19
559,1975,606,7.5,2023-06-21
560,175,628,8.1,2025-09-17
561,884,554,7.3,2024-08-29
562,873,446,9.5,2022-12-15
563,1766,660,6.0,2023-01-26
564,1210,336,6.7,2023-06-17
565,46,853,6.0,2024-12-15
566,845,688,3.8,2023-11-14
567,468,393,8.9,2024-07-05
568,267,305,7.7,2023-08-29
569,260,164,4.5,2025-09-14
570,1762,761,6.3,2025-02-21
571,577,805,6.3,2023-08-24
572,1088,684,6.0,2024-04-12
573,1332,963,7.8,2023-10-09
574,1936,715,5.7,2024-07-07
575,1846,139,6.1,2025-01-17
576,220,304,7.6,2023-09-29
577,702,931,6.6,2023-05-21
578,655,12,9.5,2023-02-04
579,535,338,6.6,2025-10-03
580,1952,636,5.9,2024-02-05
581,1770,993,7.0,2023-03-22
582,325,727,7.0,2023-11-03
583,1696,665,5.5,2025-06-22
584,1800,155,8.4,2023-03-24
585,1402,57,9.5,2024-02-09
586,1294,532,6.3,2024-09-30
587,1315,188,5.1,2024-10-25
588,16,240,7.3,2024-07-07
589,455,345,2.8,2023-09-07
590,1437,852,7.9,2025-01-28
591,1455,238,5.7,2024-02-15
592,1775,32,4.7,2025-01-01
593,585,584,7.7,2024-04-22
594,67,955,7.5,2025-03-19
595,512,497,7.9,2025-05-29
596,121,437,7.9,2025-06-29
597,256,439,6.9,2025-07-01
598,35,624,7.7,2024-06-14
599,1262,966,5.2,2025-09-07
600,744,820,7.4,2024-08-19
601,1860,105,5.9,2024-05-06
602,1854,638,5.2,2023-04-12
603,831,966,8.1,2025-07-16
604,1960,268,8.1,2022-11-02
605,1017,573,7.4,2024-11-06
606,1156,928,6.7,2025-04-04
607,1873,636,7.1,2023-11-15
608,1574,411,6.4,2022-11-24
609,1311,129,3.7,2024-01-27
610,925,938,5.8,2024-08-06
611,755,961,6.0,2025-05-01
612,867,583,4.8,2023-08-01
613,1829,963,8.8,2025-03-20
614,1612,848,6.2,2022-11-07
615,632,796,6.9,2022-10-29
616,1276,559,7.3,2025-06-23
617,133,944,7.5,2024-08-10
618,760,997,6.7,2024-03-01
619,907,837,7.7,2023-08-01
620,1209,35,8.1,2023-12-09
621,1387,665,5.9,2023-01-15
622,1595,878,7.2,2024-01-15
623,713,379,7.6,2025-06-09
624,762,412,9.0,2023-09-27
625,584,547,5.3,2023-08-27
626,871,135,5.4,2025-04-12
627,1728,901,9.0,2025-03-15
628,354,5,6.6,2024-12-16
629,1937,88,6.0,2022-12-12
630,505,486,7.5,2023-05-26
631,515,675,3.1,2024-07-15
632,983,374,7.0,2023-12-08
633,1724,252,7.0,2025-09-22
634,218,644,5.0,2025-07-25
635,281,958,5.1,2024-05-29
636,1714,3,5.8,2022-10-18
637,1660,460,9.9,2023-10-22
638,515,631,6.9,2025-03-07
639,946,419,5.3,2023-07-21
640,890,419,7.8,2023-12-17
641,6,103,6.3,2023-12-04
642,227,959,6.7,2024-02-06
643,91,539,8.7,2024-02-04
644,1137,441,7.0,2024-08-16
645,122,586,6.3,2023-03-13
646,1576,342,4.5,2022-12-26
647,243,492,5.2,2025-03-27
648,1633,157,7.3,2025-04-10
649,1605,776,3.5,2023-09-08
650,1054,783,6.1,2022-11-01
651,252,668,5.7,2025-01-21
652,80,938,6.1,2023-03-22
653,425,751,6.6,2023-01-02
654,55,658,5.6,2023-07-07
655,1651,987,6.9,2025-10-14
656,1867,790,10.0,2023-08-24
657,1509,298,10.0,2023-09-21
658,1624,870,7.2,2023-02-16
659,845,867,6.2,2023-08-28
660,1135,7,7.6,2023-04-19
661,471,318,8.9,2023-05-23
662,206,254,7.5,2023-08-02
663,921,815,4.8,2023-03-29
664,817,962,6.5,2023-01-13
665,566,315,7.3,2024-12-09
666,1564,503,6.1,2025-02-16
667,1932,264,8.0,2025-01-01
668,185,124,6.0,2023-05-17
669,1002,728,8.7,2024-07-28
670,332,168,6.6,2025-09-20
671,868,326,6.7,2024-11-30
672,1058,231,7.0,2023-02-24
673,88,988,8.1,2023-11-14
674,1115,75,5.0,2024-08-11
675,27,673,7.8,2024-06-26
676,1059,199,5.2,2024-06-15
677,200,494,8.3,2025-05-24
678,1664,677,6.0,2023-05-13
679,1489,634,7.6,2024-12-27
680,1373,324,9.8,2023-11-24
681,751,871,5.7,2024-10-24
682,918,415,7.4,2023-04-16
683,220,100,8.5,2024-08-16
684,304,14,4.5,2024-05-01
685,1214,54,7.8,2024-04-09
686,63,509,8.1,2023-06-15
687,1779,502,3.6,2025-08-19
688,1475,508,5.6,2024-09-21
689,222,202,7.6,2025-08-13
690,1996,658,8.0,2023-08-04
691,702,174,9.7,2024-01-09
692,1443,76,6.5,2023-12-12
693,125,509,7.0,2025-07-02
694,950,994,6.5,2023-06-20
695,173,359,8.5,2023-06-04
696,401,64,8.1,2023-01-09
697,1042,232,8.3,2023-06-30
698,87,430,5.4,2024-03-01
699,837,89,4.8,2025-03-30
700,928,776,7.1,2025-02-08
701,209,590,4.6,2025-10-01
702,505,781,7.1,2024-04-09
703,111,680,6.4,2024-03-04
704,947,184,9.0,2023-03-05
705,1460,990,4.4,2024-10-17
706,470,47,8.1,2023-06-09
707,681,151,9.0,2023-08-14
708,164,712,4.0,2024-04-21
709,1985,342,7.3,2023-08-01
710,98,854,6.2,2024-02-16
711,1666,637,3.1,2023-11-23
712,1783,763,4.2,2024-05-04
713,590,856,7.2,2025-09-19
714,740,598,5.8,2023-09-23
715,1987,612,7.5,2024-12-16
716,1087,740,6.8,2025-08-24
717,1954,73,6.9,2025-01-08
718,565,605,4.6,2024-02-16
719,1008,204,8.3,2023-06-25
720,615,529,9.2,2024-02-28
721,409,496,7.6,2025-02-23
722,1641,199,6.3,2023-06-17
723,821,216,7.8,2023-06-29
724,359,471,6.1,2024-01-15
725,234,42,7.9,2023-02-25
726,1442,195,8.6,2023-10-18
727,403,306,9.8,2024-06-14
728,51,750,8.0,2023-07-12
729,36,189,5.8,2025-09-29
730,1158,830,6.9,2024-04-21
731,892,301,6.0,2023-01-02
732,373,873,7.1,2024-10-25
733,715,318,4.5,2025-03-02
734,1089,282,7.4,2023-12-26
735,1761,867,6.1,2025-09-01
736,1082,460,5.8,2024-09-05
737,1386,294,9.9,2023-10-06
738,728,564,6.2,2023-01-27
739,916,624,9.0,2025-01-17
740,873,1,8.0,2023-07-12
741,1441,799,7.5,2025-05-11
742,880,278,6.1,2023-07-15
743,1221,506,2.4,2023-03-27
744,520,442,7.6,2023-06-11
745,1017,27,9.4,2023-09-19
746,61,455,4.9,2025-05-01
747,419,768,5.6,2023-05-24
748,247,982,8.1,2022-12-18
749,1150,548,8.0,2024-12-04
750,12,426,6.4,2023-06-10
751,684,887,5.8,2023-11-15
752,408,132,4.6,2024-12-23
753,1375,794,5.5,2022-11-02
754,1646,231,6.7,2025-03-23
755,1787,323,7.7,2024-12-28
756,1592,68,4.7,2025-06-20
757,411,946,7.2,2024-05-18
758,1244,992,7.9,2023-06-17
759,825,907,5.1,2025-02-28
760,321,6,5.7,2025-09-07
761,1685,709,7.6,2024-02-02
762,1659,858,6.2,2023-04-10
763,1884,482,5.0,2025-07-16
764,1923,424,7.6,2023-07-22
765,901,330,6.5,2024-07-30
766,1889,79,6.6,2022-12-28
767,521,797,7.5,2024-02-08
768,1717,776,4.2,2023-12-09
769,896,623,4.6,2023-09-05
770,1822,74,5.5,2023-02-05
771,807,806,6.8,2023-01-28
772,895,483,7.9,2023-11-14
773,1686,645,6.2,2025-07-10
774,305,35,4.8,2025-03-26
775,162,941,6.7,2024-04-29
776,724,705,6.5,2024-03-14
777,1199,571,7.6,2025-08-31
778,132,874,7.7,2025-06-27
779,1075,800,4.9,2025-03-22
780,493,999,4.9,2025-05-08
781,1702,366,3.9,2024-04-20
782,284,92,6.6,2023-12-15
783,1433,495,6.0,2025-07-08
784,1749,712,4.2,2024-02-21
785,973,245,5.8,2024-07-02
786,39,985,7.9,2025-07-02
787,66,674,6.3,2024-12-14
788,118,171,6.1,2025-07-07
789,545,885,5.8,2024-01-14
790,826,552,8.0,2023-06-16
791,850,608,6.3,2024-09-20
792,872,356,6.0,2025-05-25
793,206,81,6.4,2023-09-30
794,637,275,6.7,2022-11-01
795,1977,361,7.9,2024-06-23
796,677,393,7.8,2023-09-01
797,1284,198,5.2,2025-06-14
